,Tweet Text,Tweet Coordinates,Place Info,Date
17,Case study examples of how people professionals can leverage technology to improve worker wellbeing https://t.co/uM7LaRV2Ze,,"Place(_api=<tweepy.api.API object at 0x000001CBE0C8ACD0>, id='708d1e68a7eb8170', url='https://api.twitter.com/1.1/geo/id/708d1e68a7eb8170.json', place_type='city', name='Paisley', full_name='Paisley, Scotland', country_code='GB', country='United Kingdom', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001CBE0C8ACD0>, type='Polygon', coordinates=[[[-4.481062, 55.813404], [-4.3685083, 55.813404], [-4.3685083, 55.8560578], [-4.481062, 55.8560578]]]), attributes={})",13/11/2021 14:18
18,"@MattyWTF1 the ""digital wellbeing"" function on my android is probably getting really concerned about this level of twitter usage",,,13/11/2021 14:15
19,RT @novonordisk: Innovation to improve the health and wellbeing of people with diabetes has always been central to our mission. Come join o…,,,13/11/2021 13:37
20,"RT @ArtsPro: Deadline soon: The outstanding candidate will jointly lead the Arts, Heritage &amp; Tourism Directorate, overseeing our work with…",,,13/11/2021 12:48
21,Secrets just for downline building which could develop your home based business drastically https://t.co/s8SsZFvDoN… https://t.co/JpYDkFB10b,,,13/11/2021 12:11
22,"RT @PSullivan28: 🚨 Primary school teachers and principals 🚨

If you have views on:
⚠️curriculum overload
⚠️external assessments
✅Wellbeing…",,,13/11/2021 11:09
23,"RT @RMITGames: @a5htyn @scorpion_sunset @fyfefighter @DecodaKnowles @Valax321 @inkbeetle_ @JYISCOOL12 @nidula_ @IllogicalSimmer MY.DESK
by…",,,13/11/2021 11:04
24,Come and join our digital session to find out what support is available to you and those you may share caring respo… https://t.co/R8f3gAcN18,,,13/11/2021 11:00
25,"RT @PSullivan28: 🚨 Primary school teachers and principals 🚨

If you have views on:
⚠️curriculum overload
⚠️external assessments
✅Wellbeing…",,,13/11/2021 10:42
26,Digital Wellbeing https://t.co/qrVbu7PUwx How HR and IT can collaborate to improve it,,,13/11/2021 10:30
27,"RT @RossanaRicco_: In order to attract and retain employees, the retail sector must embrace #DigitalTransformation, with new technologies o…",,,13/11/2021 09:41
28,"RT @RMITGames: @a5htyn @scorpion_sunset @fyfefighter @DecodaKnowles @Valax321 @inkbeetle_ @JYISCOOL12 @nidula_ @IllogicalSimmer MY.DESK
by…",,,13/11/2021 09:40
29,Mull over utilising incentives to produce sincere sales opportunities by using this strategy shown here on… https://t.co/DroT9ClHtP,,,13/11/2021 09:36
30,"RT @RMITGames: @a5htyn @scorpion_sunset @fyfefighter @DecodaKnowles @Valax321 @inkbeetle_ @JYISCOOL12 @nidula_ @IllogicalSimmer MY.DESK
by…",,,13/11/2021 09:31
31,"RT @CIPD: How can we mobilise #wellbeing initiatives through technology? In our latest #DigitalTransformation article, we share two case st…",,,13/11/2021 09:22
32,"In order to attract and retain employees, the retail sector must embrace #DigitalTransformation, with new technolog… https://t.co/2euYS0OYU9",,,13/11/2021 09:00
33,@a5htyn @scorpion_sunset @fyfefighter @DecodaKnowles @Valax321 @inkbeetle_ @JYISCOOL12 @nidula_ @IllogicalSimmer MY… https://t.co/zcw8ffqQhq,,,13/11/2021 08:58
34,"RT @JennytalksPsych: If there are any teachers looking to develop #wellbeing supports post #Covid19 this is a great starting point. 

Excit…",,,13/11/2021 08:45
35,"Communications Officer (Digital)
It has never been more critical to provide access to green space and to engage peo… https://t.co/xnEpXA6ovD",,,13/11/2021 08:14
36,"RT @ERYICAYI: Looking for new ways to improve the #digitalwellbeing of young people? 🧐

Check out these three tools that allow you, among o…",,,13/11/2021 08:14
37,"RT @EUSocialInnov: '#Zekki - What's up?', #diogochallenge finalist from Finland 🇫🇮, is a digital service matching young people and diverse…",,,13/11/2021 07:06
38,Mull over utilising incentives to produce sincere sales opportunities by using this strategy shown here on… https://t.co/JieZcjlE04,,,13/11/2021 07:02
39,Mull over utilising incentives to produce sincere sales opportunities by using this strategy shown here on… https://t.co/oYl43l2b84,,,13/11/2021 06:08
40,Secrets just for downline building which could develop your home based business drastically https://t.co/VbYzPHqegO… https://t.co/M5H8uscriO,,,13/11/2021 02:10
41,"RT @ericcurts: Digital Wellbeing - Tools to Balance Tech and Life https://t.co/UuAz1WaC3F #GSuiteEDU
#ControlAltAchieve https://t.co/6SBBc4…",,,13/11/2021 01:19
42,"Science has confirmed that back to back meetings are, in fact, stressful and they're affecting our brains. Learn ho… https://t.co/bee99fCGCS",,,13/11/2021 01:00
43,"RT @soulphoenix: Embrace the ups and downs of life ✨🙏🏾❤️✨ 

Follow me for more…
#motivation #wellbeing #mentalhealth #positivity #positivet…",,,13/11/2021 23:59
44,"I just read @ListonAdvisory's ""Building Our Cities Together"" in the Business in Edmonton magazine and what a well p… https://t.co/tbZi1KLqzf",,,13/11/2021 23:59
45,Please help the NHS in Wales by taking the Wales Wellbeing Survey https://t.co/xwFxwu349x,,,13/11/2021 23:58
46,RT @PJHegartySons: Congratulations to everyone who received their NISO awards this year. We are delighted to be recognised with a Higher Di…,,,13/11/2021 23:58
47,RT @cheshirecarers1: We are trustful and we care about your wellbeing. #trust #carers #caregiversupport #caregiving #respite #carehomes #ag…,,,13/11/2021 23:57
48,Fat reduction is undoubtedly clean after you consider this the following marvelous formula which would allow your p… https://t.co/rZpfs1cwyB,,,13/11/2021 23:56
49,"Embrace the ups and downs of life ✨🙏🏾❤️✨ 

Follow me for more…
#motivation #wellbeing #mentalhealth #positivity… https://t.co/Ekb3vYx1xb",,,13/11/2021 23:56
50,"RT @BFZillaBSC: We have just donated $500 in ETH to @HopeForPaws to help support the wellbeing of animals in need! 🐶 

#BabyFlokiZilla #Giv…",,,13/11/2021 23:56
51,"RT @PavelkaWellness: Preview episode 3 of #JessiePavelka's new #wellbeing TV series '#LivingLife: Real people, real stories', with Chelle.…",,,13/11/2021 23:55
52,@AlisonKriel @Frederika_R @theresehoyle @rondelle10_b @andrew_cowley23 @MarkGoodwin8 @Amazing_Schs @anna_halcyon… https://t.co/ViSJ9J7lZC,,,13/11/2021 23:55
53,Losing cellulite fairly quickly can start in regaining ones wellbeing implementing the detail given inside this blo… https://t.co/pRHh3e6m9u,,,13/11/2021 23:54
54,"@CCfunkandsoul 
@BBCRadio2 Thanks for Prince
I would die for you ! Phenomenal! Show tonight Big thanks 
Moira",,,13/11/2021 23:54
55,RT @youthchildrensa: #nymw2021 Matt Perkins speaks on the role of youth workers in developing a healthy approach to boys’ emotional health…,,,13/11/2021 23:54
56,RT @CebileVictoria: One thing I love about all of us lately is that we care about our own wellbeing more. Nothing’s grand if we’re not gran…,,,13/11/2021 23:54
57,"RT @deepak_neuro: When I was having trouble remembering whether I actually took my updated medications, my little daughter created this #ch…",,,13/11/2021 23:53
58,"RT @LaTrobeSport: 🔊 THRIVE HEALTH &amp; WELLBEING PODCAST - EPISODE 6: https://t.co/NqDZYbMCgF

If you're preparing to make a return to sport i…",,,13/11/2021 23:53
59,"Nutrition for Positive Health As part of our Inquiry, 'Healthy Body? Healthy Mind?' we have been thinking about nut… https://t.co/jVUtRxCUDK",,,13/11/2021 23:52
60,RT @GlobalPeopleLou: One of my favourite subjects  .... #snoring is being examined on @abcmelbourne 774 - it's at the root of so many issue…,,,13/11/2021 23:52
61,RT @davidfrawleyved: Vedic knowledge holds the keys to the structure of Consciousness and the structure of the Cosmos in a single integrate…,,,13/11/2021 23:51
62,#AbaGraham won the 'GM #Health &amp; #CareChampion #Awards' - category #Wellbeing #Champion for her work setting up a… https://t.co/s6WxLJA4nc,,,13/11/2021 23:51
63,"RT @LEAD_Coalition: Please reTweet these benefits of #nature to improve #wellbeing in #dementia care 

(image via @3SpiritUKNZ) #Alzheimers…",,,13/11/2021 23:50
64,RT @stemplemanmp: Australia needs to be watching and learning from Europe too. There’s still a need for a credible campaign to counter misi…,,,13/11/2021 23:50
65,RT @NaheedD: When our politicians pander to anti-vaxxers instead of standing with health workers...It leaves us vulnerable. It fuels hate.…,,,13/11/2021 23:50
66,"@JavidBasharat Recently, I learned about Pichard Colon’s tragic story from 2015 in boxing and it changed my perspec… https://t.co/KxJgA18JqO",,,13/11/2021 23:50
67,When I am not carrying out my Spiritual Work and Wellbeing I work in Law as a Law Enforcement Officer and it is ama… https://t.co/whsRY4XWyr,,,13/11/2021 23:50
68,"https://t.co/4Px3ckwGyG
Understand the role genetics plays in your lifestyle choices and how you can explore your w… https://t.co/a120lp1p63",,,13/11/2021 23:50
69,"join me for this upcoming event from @theRSAorg...

""Urban wellbeing by design""
What would our cities look like if… https://t.co/X9ORIgFBNQ",,,13/11/2021 23:50
70,"RT @_nadirahp: Remember that dua is a WEAPON for you to wield as you please. Don’t let this “do nothing, leave it to Allah” rhetoric keep y…",,,13/11/2021 23:49
71,"RT @JamesEsses: This is terrifying. 

A partisan and increasingly discredited lobby group which more and more fails to represent the intere…",,,13/11/2021 23:48
72,RT @CebileVictoria: One thing I love about all of us lately is that we care about our own wellbeing more. Nothing’s grand if we’re not gran…,,,13/11/2021 23:48
73,RT @MarymoBelfast: @laccohee999 It is. Sometimes you have to take time out for you mental wellbeing. It can really grind you to a halt.,,,13/11/2021 23:48
74,RT @SadhguruJV: Wonderful to have been part of the Great Narrative - WEF. A valuable initiative in bringing together individuals who can of…,,,13/11/2021 23:48
75,RT @CebileVictoria: One thing I love about all of us lately is that we care about our own wellbeing more. Nothing’s grand if we’re not gran…,,,13/11/2021 23:48
76,"Our research aims to improve mental health in children.

Support research today: https://t.co/mynEZTSXPT… https://t.co/CG3DErQ6Yp",,,13/11/2021 23:47
77,"RT @Grays100: Kindness today is having the light well and truly shone on it's face, well for me it has many faces and a million ways it can…",,,13/11/2021 23:47
78,"Relationships, gratitude and spirituality play a role in our wellbeing .#depakchopra #prescriptionforhappiness",,,13/11/2021 23:46
79,RT @CebileVictoria: One thing I love about all of us lately is that we care about our own wellbeing more. Nothing’s grand if we’re not gran…,,,13/11/2021 23:46
80,Never in history has the future wellbeing of Glorious Albion depended entirely on our national spirit,,,13/11/2021 23:46
81,RT @SadhguruJV: Wonderful to have been part of the Great Narrative - WEF. A valuable initiative in bringing together individuals who can of…,,,13/11/2021 23:46
82,@SharonMacks Good for your wellbeing apparently,,,13/11/2021 23:46
83,"RT @SenSanders: Now, at a time when Kaiser is sitting on $44.5 billion in cash reserves and your insured membership has grown to 12.5 milli…",,,13/11/2021 23:46
84,RT @NaheedD: When our politicians pander to anti-vaxxers instead of standing with health workers...It leaves us vulnerable. It fuels hate.…,,,13/11/2021 23:46
85,"RT @DashKitten: Probiotics for Cats, Do They Work? My report on what cat probiotics are can help you make an informed decision about their…",,,13/11/2021 23:45
86,@JackSlackMMA He has a complete disregard for his wellbeing lol,,,13/11/2021 23:44
87,RT @NaheedD: When our politicians pander to anti-vaxxers instead of standing with health workers...It leaves us vulnerable. It fuels hate.…,,,13/11/2021 23:44
88,"6 hours sleep in 3 days.... 

Heard this before 

COPs are not a good model for health &amp; well-being; even if strivi… https://t.co/uTRhFAFSfZ",,,13/11/2021 23:43
89,RT @MEGANSmidwife: @flowepower66 @LouiseMidwife16 @NoraV2015 @flowerpower66 @hannahdahlen @sheena_byrom @DonnellyStephen Your presence was…,,,13/11/2021 23:42
90,"RT @admediaoffice: Emphasising the leadership's keenness to follow up on citizens' wellbeing, Hamdan bin Zayed has met with citizens on Dal…",,,13/11/2021 23:41
91,"RT @admediaoffice: Emphasising the leadership's keenness to follow up on citizens' wellbeing, Hamdan bin Zayed has met with citizens on Dal…",,,13/11/2021 23:41
92,"RT @ray_4_peace: Jamila’s Legacy invites you to tomorrow’s session from 11am - 1pm on
 *Chronic health conditions &amp; Mental Wellbeing *

Joi…",,,13/11/2021 23:40
93,Oulu's Emotional wellbeing rating: 55.6 % (average OR keskinkertainen),,,13/11/2021 23:40
94,"RT @ray_4_peace: Jamila’s Legacy invites you to tomorrow’s session from 11am - 1pm on
 *Chronic health conditions &amp; Mental Wellbeing *

Joi…",,,13/11/2021 23:40
95,Todays Rave lesson: Ban all vuvuzelas and whistles for the medics wellbeing,,,13/11/2021 23:40
96,"❤Weekend Focus:  Focus on wellbeing

Get rid of brain fog! Yes, it exists, 

Are you suffering from the fog but wan… https://t.co/A2fMeyCUNH",,,13/11/2021 23:40
97,"RT @GameChangeYL: Find out how whole body cold therapy improves your overall wellbeing! 

https://t.co/e8b1kwYjqW

#cold #therapy #you #hea…",,,13/11/2021 23:40
98,RT @NaheedD: When our politicians pander to anti-vaxxers instead of standing with health workers...It leaves us vulnerable. It fuels hate.…,,,13/11/2021 23:38
99,RT @Rrichar52573092: @JulianAndrew63 Aus on the verge of a wholesale transfer of its welfare $$$ towards a private company that has no inte…,,,13/11/2021 23:38
100,"@eyejosh I suspect too many voters (and non-voters) with their prejudices and hands over their ""final salary"" pensi… https://t.co/C90rvH3P0u",,,13/11/2021 23:37
101,RT @ScottHech: Spend a day in criminal court &amp; you’ll see prosecutors right out of law school &amp; new judges making life &amp; death decisions th…,,,13/11/2021 23:37
102,"RT @DrAudreyT: There is 'magic' that can happen when it comes to wellbeing,but you have to take the 'prescription' more than once. 
This wa…",,,13/11/2021 23:37
103,"RT @OUFreeLearning: #Children and #YoungPeople today are increasingly reporting feelings of unhappiness.

This FREE course 'Supporting Chil…",,,13/11/2021 23:37
104,"“Without realizing it, I became good at playing the victim. Blaming everything and everyone that I failed to see, I… https://t.co/0lp9zjlWsU",,,13/11/2021 23:37
105,RT @NaheedD: When our politicians pander to anti-vaxxers instead of standing with health workers...It leaves us vulnerable. It fuels hate.…,,,13/11/2021 23:36
106,#NHS #annualleave Do what makes you happy . .#wellbeing #mentalhealth #qualitytime with @Jakeyj87 #Weekendaway… https://t.co/AKQDLMcLFF,,,13/11/2021 23:36
107,RT @CebileVictoria: One thing I love about all of us lately is that we care about our own wellbeing more. Nothing’s grand if we’re not gran…,,,13/11/2021 23:36
108,"RT @SParnis: For those at #Melbourneprotest
- how have you contributed to community safety &amp; wellbeing since March 2020?
- how much do you…",,,13/11/2021 23:36
109,"Okay so Mark said ""see you at midnight"" and mindight is either at 8 or 9am in here, and i have therapy at that time… https://t.co/8BO1JSw3nA",,,13/11/2021 23:36
110,"@brandoncwu @CarolineLucas If India and China are so concerned for their citizenry, why the hell are their military… https://t.co/y5GeOAl1j5",,,13/11/2021 23:35
111,RT @CebileVictoria: One thing I love about all of us lately is that we care about our own wellbeing more. Nothing’s grand if we’re not gran…,,,13/11/2021 23:35
112,"If you gonna get tested you get given gold gambling for your wellbeing of existence,",,,13/11/2021 23:35
113,i acc don’t think the fear writers understand how important they are to my mental wellbeing https://t.co/4akRqn3W8w,,,13/11/2021 23:35
114,"RT @SParnis: For those at #Melbourneprotest
- how have you contributed to community safety &amp; wellbeing since March 2020?
- how much do you…",,,13/11/2021 23:34
115,RT @MGWVhaiku: “Hardship can be a great opportunity for you to build a deep level of strength and wellbeing. Mental hardship is your making…,,,13/11/2021 23:34
116,While more than 17 million Australians or 82.8 per cent of the population aged 16 or over are now fully vaccinated… https://t.co/2atKNnDS2W,,,13/11/2021 23:34
117,While more than 17 million Australians or 82.8 per cent of the population aged 16 or over are now fully vaccinated… https://t.co/BGg5vgjCcW,,,13/11/2021 23:34
118,What an amazing prize. This book would enable all teachers to seek out methods of wellbeing that would suit them. W… https://t.co/lJ2I4CwbQT,,,13/11/2021 23:32
119,"@StoneSculptorJN First order of business,is to ask Canadian's to be kind and considerate, to one another, and be pa… https://t.co/HptbGAXETc",,,13/11/2021 23:32
120,"RT @DrGarySharpe: Hands, Fingers and Parkinson's Disease https://t.co/TE2I21LzEC #wellbeing",,,13/11/2021 23:32
121,@AlisonKriel @Frederika_R @theresehoyle @rondelle10_b @andrew_cowley23 @MarkGoodwin8 @Amazing_Schs @anna_halcyon… https://t.co/pAXyxKtzUN,,,13/11/2021 23:31
122,RT @SadhguruJV: Wonderful to have been part of the Great Narrative - WEF. A valuable initiative in bringing together individuals who can of…,,,13/11/2021 23:31
123,"RT @LowCarbEP: ""Despite the seemingly damning heritage, the ApoE4 is neither required nor sufficient for development of Alzheimer's Disease…",,,13/11/2021 23:31
124,Combat predicaments to do with health and wellbeing plus fat at the time you examine this noteworthy video guide https://t.co/JDb2bnf4Ai,,,13/11/2021 23:31
125,"RT @RCNNorthWest: Download our #WinterWellbeing poster for your workplace and help us spread the word about how you, your colleagues and yo…",,,13/11/2021 23:31
126,She cares about his wellbeing. https://t.co/QVDCgUwH9K,,,13/11/2021 23:30
127,RT @CebileVictoria: One thing I love about all of us lately is that we care about our own wellbeing more. Nothing’s grand if we’re not gran…,,,13/11/2021 23:30
128,"RT @cherylallright: #Kooth &amp; #Norfolk Sendiass webinar #Support for parents/carers, come and share your voice for Norfolk, what support wou…",,,13/11/2021 23:30
129,RT @UmbrellaLane: We are particularly disappointed by Diane Abbott's stigmatising choice of language here. Stigma is regularly cited by the…,,,13/11/2021 23:30
130,Oulu's Emotional wellbeing rating: 54.9 % (average OR keskinkertainen),,,13/11/2021 23:30
131,Telehealth apps see post-COVID focus on mental wellbeing https://t.co/5As8K6ogRA,,,13/11/2021 23:30
132,@ParamPangali @FHFT_wellbeing @LittlestSimTech @FosterEmily2 @gs1801pangali @LaraRoskelly @michele_martin2… https://t.co/RyXRRrQSKo,,,13/11/2021 23:29
133,Weightloss is in fact no problem for those who work with this the fine process that will let ones body system to re… https://t.co/tgTvDgbKBw,,,13/11/2021 23:29
134,"RT @ughe_org: “The idea of social health has been forgotten during the pandemic, yet we need social cohesion. Art is needed for social heal…",,,13/11/2021 23:28
135,@Mimmus5 My health or wellbeing has never been important for me ever since i was born because my 6th house is empty… https://t.co/U9o3M4kMeP,,,13/11/2021 23:28
136,@KnowaStona @transriotgrrrrl @TheMajesticPie @The_Fort001 @sannewman You don't seem to recognise that Kyle was not… https://t.co/4qTeASWYlZ,,,13/11/2021 23:27
137,RT @CebileVictoria: One thing I love about all of us lately is that we care about our own wellbeing more. Nothing’s grand if we’re not gran…,,,13/11/2021 23:27
138,full solidarity to the sex workers (and student officers) dealing with stigma and ignorance for simply prioritising… https://t.co/XwXcPcBo96,,,13/11/2021 23:27
139,@TangoTurango @awa_awin @andersostlund @PavelLatushka @literatt2 @IlvesToomas You want to blame every single NATO m… https://t.co/yC1zzRDzBk,,,13/11/2021 23:26
140,RT @7NewsMelbourne: Victoria has reported 4 deaths and a significant dip in COVID-19 cases as the vaccine rate continues to soar. #7NEWS ht…,,,13/11/2021 23:26
141,RT @ScottHech: Spend a day in criminal court &amp; you’ll see prosecutors right out of law school &amp; new judges making life &amp; death decisions th…,,,13/11/2021 23:26
142,taylor is in her second 1989 era except this time she's so much more happy &amp; free and that makes me very emotional… https://t.co/XIQ3qVOZ8k,,,13/11/2021 23:25
143,"RT @samuelmoyn: @daniel_dsj2110 It’s a fascinating appropriation-the absence of religion in “Postwar” was obvious at the time, but now the…",,,13/11/2021 23:59
144,RT @VINETTRIA: negativity is contagious. unhappiness is contagious. fear is contagious. but so is happiness. so is optimism. so is love. su…,,,13/11/2021 23:58
145,@tomiahonen Best thread ever. Thanks for refueling my usually-eternal optimism. You outlined so clearly that AG Garland is the real thing.,,,13/11/2021 23:58
146,"RT @elliott_downing: Shoutout to dicks for getting hard before you even wake up, just in case. Thanks for the optimism, buddy.",,,13/11/2021 23:57
147,RT @bgrisakDTR: Be sure to check this one out. Lot of good stuff in the main story before diving into the usual stuff. Lot of reason for op…,,,13/11/2021 23:57
148,@KurlyKrissy @ShaunBrittain5 @frederickone @seahaze55 @Iromg @tesssummers98 @Cheeseo76847269 @JuliaHB1 I don't thin… https://t.co/QPBdtnzpGx,,,13/11/2021 23:57
149,"RT @timwestland: Wanna feel the best part of the 80s ??

Listen to Journey's ""Only The Young""... you'll get all the 80s optimism and hope w…",,,13/11/2021 23:56
150,@HaloHubGG Haha I like the optimism—I hope you're right!,,,13/11/2021 23:56
151,"RT @Pseudochel: One year ago, Yakuza: Like a Dragon was released worldwide,  bringing a captivating story of humanity, optimism, friendship…",,,13/11/2021 23:55
152,"RT @VivekVentures: More like:

Ethereum + Polygon + Starkware + zkSync + Arbitrum + Optimism + (all the modular rollups yet to be created)…",,,13/11/2021 23:55
153,"Just a few random thoughts on the past few months getting to grips with crypto and NFTs:-

I'm in my 40s and live i… https://t.co/B76PQtmZot",,,13/11/2021 23:54
154,"RT @anneluty: ""...go out into your communities and project strength &amp; project optimism... The reason the Left is so angry at the MAGA base…",,,13/11/2021 23:54
155,"Wanna feel the best part of the 80s ??

Listen to Journey's ""Only The Young""... you'll get all the 80s optimism and… https://t.co/g3JyKKXJhM",,,13/11/2021 23:54
156,Some time lapse fun in the Mars Yard. OPTIMISM x Interstellar 🚀✨ https://t.co/CGsbL6kZDC,,"Place(_api=<tweepy.api.API object at 0x000001CBE0C8ACD0>, id='07d9e3d25ec88004', url='https://api.twitter.com/1.1/geo/id/07d9e3d25ec88004.json', place_type='poi', name='Jet Propulsion Laboratory', full_name='Jet Propulsion Laboratory', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001CBE0C8ACD0>, type='Polygon', coordinates=[[[-118.17315025049668, 34.20055451632236], [-118.17315025049668, 34.20055451632236], [-118.17315025049668, 34.20055451632236], [-118.17315025049668, 34.20055451632236]]]), attributes={})",13/11/2021 23:54
157,"RT @WendyforWNC: Today was a day of optimism, unity, &amp; service to community. 

The food was great &amp; conversation even better. 

Thank you t…",,,13/11/2021 23:53
158,"RT @JasonBordoff: All the hot takes slamming @COP26 as meaningless are wrong. The focus, urgency &amp; some steps (e.g., finance, Art 6, methan…",,,13/11/2021 23:52
159,"RT @TruthTalkingMav: Things Mav's loving atm:

'The Wigan Club's' Recruitment.
The Leeds Rhinos fans deranged optimism that they're about t…",,,13/11/2021 23:52
160,"S&amp;P 500 Eases From Record, But Positive Jobs, Covid Update Stoke Optimism More on https://t.co/39lV3c4xCv https://t.co/vZjwtoA3VO",,,13/11/2021 23:52
161,"RT @WendyforWNC: Today was a day of optimism, unity, &amp; service to community. 

The food was great &amp; conversation even better. 

Thank you t…",,,13/11/2021 23:52
162,RT @ConnorMcGov13: 💣Are y’all even ready for the bombs 💣 @Saitamaguru1 is about to be dropping tonight?! It’s going to be #Historic !! My o…,,,13/11/2021 23:51
163,RT @B52Malmet: Glass half full optimism. Spread it around.,,,13/11/2021 23:51
164,RT @ConnorMcGov13: 💣Are y’all even ready for the bombs 💣 @Saitamaguru1 is about to be dropping tonight?! It’s going to be #Historic !! My o…,,,13/11/2021 23:51
165,@BristOliver @EssexPR still certain there’s nothing to worry about? Seems like an increasing amount of experts you… https://t.co/zDYd6gddQc,,,13/11/2021 23:51
166,.@CubaMINREX🇨🇺: The opening of our borders is imminent. #Cuba is reaffirmed as a safe destination for visitors and… https://t.co/93EdYFOBg4,,,13/11/2021 23:50
167,"Humility

Patience

Optimism

My investment toolkit",,,13/11/2021 23:50
168,"RT @ValaAfshar: 10 @TedLasso leadership lessons:

1 believe in believe
2 live in the moment 
3 doin’ the right thing is never the wrong thi…",,,13/11/2021 23:50
169,RT @ConnorMcGov13: 💣Are y’all even ready for the bombs 💣 @Saitamaguru1 is about to be dropping tonight?! It’s going to be #Historic !! My o…,,,13/11/2021 23:50
170,RT @SB19Official: Thank you @YouTubeFanFest for inviting us to be part of your aim to create moments of optimism for Filipinos that we all…,,,13/11/2021 23:49
171,RT @Euralia7: Optimism is the faith that leads to achievement. Nothing can be done without hope and confidence. https://t.co/b4k0UTHoMG,,,13/11/2021 23:48
172,RT @charlubby: optimism https://t.co/GbDuTg3AZQ,,,13/11/2021 23:48
173,"RT @BingobongoB: ceregat + coral set for optimism and success $25 🧡
rose quartz + pink aventurine for love and happiness $25 💕
single piece…",,,13/11/2021 23:47
174,@quizzylavellan Lucie on the other hand would be rage because on a subconscious level she knows how naive she could… https://t.co/NzF5akgtph,,,13/11/2021 23:46
175,RT @ConnorMcGov13: 💣Are y’all even ready for the bombs 💣 @Saitamaguru1 is about to be dropping tonight?! It’s going to be #Historic !! My o…,,,13/11/2021 23:46
176,RT @ConnorMcGov13: 💣Are y’all even ready for the bombs 💣 @Saitamaguru1 is about to be dropping tonight?! It’s going to be #Historic !! My o…,,,13/11/2021 23:45
177,RT @VINETTRIA: negativity is contagious. unhappiness is contagious. fear is contagious. but so is happiness. so is optimism. so is love. su…,,,13/11/2021 23:45
178,RT @B52Malmet: Glass half full optimism. Spread it around.,,,13/11/2021 23:45
179,"RT @anneluty: ""...go out into your communities and project strength &amp; project optimism... The reason the Left is so angry at the MAGA base…",,,13/11/2021 23:45
180,@GCoatoam I love your optimism. The defense played poorly. Samford a 4-6 FCS team sets records against Florida and… https://t.co/Mx1BmJwf9e,,,13/11/2021 23:44
181,RT @cobbo3: Someone said these headlines are from “the great age of Ugandan political naivety fuelled by the optimism that’s all too common…,,,13/11/2021 23:44
182,"RT @drvolts: Here's to optimism, I guess. https://t.co/G9yuVZr6zl https://t.co/Df2XHAhEJ8",,,13/11/2021 23:44
183,@CFBKnights That’s true but I have a good amount of optimism for that game mainly cause it’s a home game and we can… https://t.co/3ljYQtNKMK,,,13/11/2021 23:44
184,"RT @anneluty: ""...go out into your communities and project strength &amp; project optimism... The reason the Left is so angry at the MAGA base…",,,13/11/2021 23:44
185,@kmangz87 Thank God I’m 5’5” or I’d feel like a real loser 👍,,,13/11/2021 23:43
