,Tweet Text,Tweet Coordinates,Place Info,Date
77,@everybodyduck1 @Moreheartt @3Danichu0 @vmelciaa @Eugenia_Cooney Yeah I genuinely dont see how numerous people crit… https://t.co/qyzzpIyKWZ,,,14/11/2021 23:38
78,"Interested in a career in teaching?  

Join Dr Daniela Acquaro as she discusses the enhanced changes to the Master… https://t.co/yjzGCMuMt7",,,14/11/2021 23:37
79,"RT @MhairiHunter: ""There is no place for conversion therapy in Scotland. Such practices are discriminatory and harmful to the mental health…",,,14/11/2021 23:37
80,@NHS100K It's been coercive from day 1. Every bit of info the govt put out was contradicted by a different minister… https://t.co/liUeYaXpnB,,,14/11/2021 23:37
81,"RT @masrour_barzani: I’m deeply concerned by the plight of our citizens, as well as the many others on the EU borders. Their wellbeing is o…",,,14/11/2021 23:37
82,Calling all people with #diabetes and their relatives! Do you have 10 mins to spare? Fill out a quick survey and te… https://t.co/8mxXA1ALie,,,14/11/2021 23:36
83,Many everyday people have found they were able to cut down system fat and then rescue wellbeing by way of this kind… https://t.co/OHTJSG8l0d,,,14/11/2021 23:35
84,"RT @EduKitters: With our mental health monitoring app you can empower students to take control of their wellbeing...

https://t.co/y1xYJ681…",,,14/11/2021 23:35
85,"RT @EmergingMindsAU: Children thrive when their parents are supported. While most fathers do well and are supported, those with poor mental…",,,14/11/2021 23:35
86,RT @now_arsenaI: Granit Xhaka &amp; Ben White attended Expo 2020 in Dubai over the weekend. Along with a tour of the Emirates Pavilion and a vi…,,,14/11/2021 23:35
87,"Researchers report metacognition therapies, or directing personal thoughts and emotions for the benefit of mental w… https://t.co/GKCuwOFHaY",,,14/11/2021 23:34
88,Is it a ‘bones’ or a ‘no bones’ day? Click below to read a blog about how messages from a popular little pug inters… https://t.co/ZMqlOkVNZw,,,14/11/2021 23:33
89,"RT @7NewsBrisbane: Queensland will welcome fully vaccinated travellers from interstate COVID-19 hotspots from this afternoon, Premier @Anna…",,,14/11/2021 23:32
90,"@BBCCiN @BBC @BBCiPlayer “The NHS can’t do it alone” 
@ClaireCNWL 
As consultant psychiatrists by background, we pr… https://t.co/0sge5yVtPR",,,14/11/2021 23:32
91,RT @heideigger: @winstonpeters I think you should apologise to NZ for your 2017 election decision ? This was the beginning of the end for N…,,,14/11/2021 23:32
92,"Queensland will welcome fully vaccinated travellers from interstate COVID-19 hotspots from this afternoon, Premier… https://t.co/t2dTZue6D9",,,14/11/2021 23:32
93,"Queensland will welcome fully vaccinated travellers from interstate COVID-19 hotspots from this afternoon, Premier… https://t.co/lZMqtnxmF3",,,14/11/2021 23:32
94,"Queensland will welcome fully vaccinated travellers from interstate COVID-19 hotspots from this afternoon, Premier… https://t.co/LqnmP4pmCm",,,14/11/2021 23:31
95,"Queensland will welcome fully vaccinated travellers from interstate COVID-19 hotspots from this afternoon, Premier… https://t.co/1jUTdATmWw",,,14/11/2021 23:31
96,"Queensland will welcome fully vaccinated travellers from interstate COVID-19 hotspots from this afternoon, Premier… https://t.co/f6qaI2cQbF",,,14/11/2021 23:31
97,"Queensland will welcome fully vaccinated travellers from interstate COVID-19 hotspots from this afternoon, Premier… https://t.co/t21KMUgg6C",,,14/11/2021 23:31
98,"Queensland will welcome fully vaccinated travellers from interstate COVID-19 hotspots from this afternoon, Premier… https://t.co/2WGibuB2Ip",,,14/11/2021 23:31
99,@V__sphere my best guess is that rn there's a lot of cultural weight put on time and keeping things on schedule and… https://t.co/pMf3WEuhot,,,14/11/2021 23:31
100,"Queensland will welcome fully vaccinated travellers from interstate COVID-19 hotspots from this afternoon, Premier… https://t.co/8cjcncMSI3",,,14/11/2021 23:31
101,"Queensland will welcome fully vaccinated travellers from interstate COVID-19 hotspots from this afternoon, Premier… https://t.co/Exc9m4HVVP",,,14/11/2021 23:31
102,"Queensland will welcome fully vaccinated travellers from interstate COVID-19 hotspots from this afternoon, Premier… https://t.co/7BxPhjoKIr",,,14/11/2021 23:31
103,"Queensland will welcome fully vaccinated travellers from interstate COVID-19 hotspots from this afternoon, Premier… https://t.co/4ezs0iDbOp",,,14/11/2021 23:31
104,RT @M_otweyo: Spiritual nourishment is very important but we shouldn't forget also the wellbeing of our umma. It's high time Muslims think…,,,14/11/2021 23:31
105,"Queensland will welcome fully vaccinated travellers from interstate COVID-19 hotspots from this afternoon, Premier… https://t.co/5ew8UE6x0V",,,14/11/2021 23:31
106,"Queensland will welcome fully vaccinated travellers from interstate COVID-19 hotspots from this afternoon, Premier… https://t.co/LJS13tHnVp",,,14/11/2021 23:31
107,"RT @MhairiHunter: ""There is no place for conversion therapy in Scotland. Such practices are discriminatory and harmful to the mental health…",,,14/11/2021 23:31
108,"RT @ScotlandYardCSI: How to Get Something Done When You’re Feeling Down 

https://t.co/w6twGKsR52 #psychology #wellbeing #MentalHealth http…",,,14/11/2021 23:30
109,"RT @EmergingMindsAU: Children thrive when their parents are supported. While most fathers do well and are supported, those with poor mental…",,,14/11/2021 23:30
110,"Children thrive when their parents are supported. While most fathers do well and are supported, those with poor men… https://t.co/MTwpKd8pX7",,,14/11/2021 23:30
111,"How to Get Something Done When You’re Feeling Down 

https://t.co/w6twGKsR52 #psychology #wellbeing #MentalHealth https://t.co/TnULLbmQz8",,,14/11/2021 23:30
112,Oulu's Emotional wellbeing rating: 57.4 % (average OR keskinkertainen),,,14/11/2021 23:30
113,"We hope you're having a relaxing Sunday 😊

We're giving away two wellbeing boxes to help you and a fellow educator… https://t.co/THMeTCnUN0",,,14/11/2021 23:30
114,RT @heideigger: @winstonpeters I think you should apologise to NZ for your 2017 election decision ? This was the beginning of the end for N…,,,14/11/2021 23:29
115,"RT @A_G_Hawkins: I’ve long argued that our goal should be to make public transport free, to support both our environmental and social wellb…",,,14/11/2021 23:29
116,Consider these tips for balancing your work and personal life. #wellbeing #lifestyle  https://t.co/r0G6oskc0z https://t.co/k5X6zLCg0x,,,14/11/2021 23:28
117,"RT @bridgetcfly: Looking for an open-access, evidence-informed resource to support #coaches and #sportsclubs to better respond to athletes…",,,14/11/2021 23:28
118,@JeanSaucisse6 @neymrqz @eduardopolitzer @mantisgallery yeah - I'm a pacifist until it comes to threats to my personal wellbeing :-),,,14/11/2021 23:27
119,"RT @JDRF: Today is World Diabetes Day (WDD)—a day for us to honor the incredible resilience, optimism, and strength of the JDRF community.…",,,14/11/2021 23:59
120,"RT @crystallizedsun: nov 15 - 21 themes (♈︎ - ♍︎) ˗ˏˋ↯´ˎ˗

♈︎ • contentment &amp; neutrality
♉︎ • fruitfulness &amp; manifestations
♊︎ • optimism &amp;…",,,14/11/2021 23:59
121,EDITORIAL: Being aware of how we react to various situations can make a difference in the way we feel about ourselv… https://t.co/LQeq6S8cf4,,,14/11/2021 23:59
122,@SavoySummer @Homeoffree61 I love your optimism.,,,14/11/2021 23:59
123,RT @David_Ritter: Glasgow wasn’t the great breakthrough we might have hoped for.. but there has been definite progress and we have momentum…,,,14/11/2021 23:59
124,"RT @larapawson: This is the third book I've read recently by an author who is in prison while I read freely and, boy, does it make you thin…",,,14/11/2021 23:58
125,"RT @crystallizedsun: nov 15 - 21 themes (♈︎ - ♍︎) ˗ˏˋ↯´ˎ˗

♈︎ • contentment &amp; neutrality
♉︎ • fruitfulness &amp; manifestations
♊︎ • optimism &amp;…",,,14/11/2021 23:58
126,@DougCameron51 @GregHuntMP @InsidersABC I like your optimism Doug but Labor has let me down..I want to go back to t… https://t.co/icMITbdE9V,,,14/11/2021 23:58
127,"RT @greenmetric: @NiChNi @JoeriRogelj If that depressed your students, maybe this one will cause some optimism https://t.co/VwKXS1FzOl",,,14/11/2021 23:58
128,@David_S__ My optimism was shattered when they picked up the 1st down before scoring on that last drive.,,,14/11/2021 23:58
129,"RT @kathylienfx: CADJPY - This morning’s perfect ZIP Trade.

Why?
1. Triple ZIP buy signal
2. Bank of Canada tapered last week
3. Strong US…",,,14/11/2021 23:57
130,"“In an age shaped by the reemergence of populist nationalism, green internationalism may provide an increasingly in… https://t.co/yhvuGJIpay",,,14/11/2021 23:57
131,@hawkblogger I wish I had your optimism,,,14/11/2021 23:56
132,@CanadaKhan1 love the optimism,,,14/11/2021 23:56
133,Optimism dwindling,,,14/11/2021 23:56
134,"RT @newscientist: We need hope, desperately, because if we believe it is too late, it will be, says Katherine Hayhoe https://t.co/GiAvua1KB0",,,14/11/2021 23:55
135,RT @RussGetAChipPls: Wish I had your optimism,,,14/11/2021 23:54
136,"RT @Suhail: It is understated how important  being a team member who brings the funny, joy, courage or optimism to stressful moments in a c…",,,14/11/2021 23:54
137,Wish I had your optimism https://t.co/jaqVHSrJao,,,14/11/2021 23:54
138,"RT @JDRF: Today is World Diabetes Day (WDD)—a day for us to honor the incredible resilience, optimism, and strength of the JDRF community.…",,,14/11/2021 23:54
139,"RT @AdelineTarot: 💫Changes Coming Your Way
Taurus, Virgo, Capricorn.

- A little more tenderness, pleasant emotions.
- An obstacle to a lon…",,,14/11/2021 23:54
140,"RT @SatoshiNJunior: We adhere to the DAO concept, the team has no tokens,all tokens are distributed to the community.

We submitted the whi…",,,14/11/2021 23:54
141,positivity is a choice. optimism is a choice. happiness is a choice. it’s up to you to intentionally choose these everyday.,,,14/11/2021 23:54
142,"RT @newscientist: We need hope, desperately, because if we believe it is too late, it will be, says Katherine Hayhoe https://t.co/GiAvua1KB0",,,14/11/2021 23:54
143,"RT @AdelineTarot: 💫Changes Coming Your Way
Taurus, Virgo, Capricorn.

- A little more tenderness, pleasant emotions.
- An obstacle to a lon…",,,14/11/2021 23:54
144,@ZacStevensDNVR Love the optimism but this team ain’t winning with teddy dogwater at QB,,,14/11/2021 23:52
145,"RT @AdelineTarot: 💫Changes Coming Your Way
Taurus, Virgo, Capricorn.

- A little more tenderness, pleasant emotions.
- An obstacle to a lon…",,,14/11/2021 23:51
146,"RT @HamillHimself: Before following @Melissassmile I knew nothing of     #AngelmanSyndrome- She taught me that it's a genetic condition, af…",,,14/11/2021 23:51
147,"RT @newscientist: We need hope, desperately, because if we believe it is too late, it will be, says Katherine Hayhoe https://t.co/GiAvua1KB0",,,14/11/2021 23:50
148,"RT @crystallizedsun: nov 15 - 21 themes (♈︎ - ♍︎) ˗ˏˋ↯´ˎ˗

♈︎ • contentment &amp; neutrality
♉︎ • fruitfulness &amp; manifestations
♊︎ • optimism &amp;…",,,14/11/2021 23:50
149,"RT @DeFiDiscussion: 🚀#DeFi #AMA with @l2pad_io

Layer 2 launchpad built on optimism and arbitrum acting as “Quadratic VC DAO”

📅Nov 16th, 3…",,,14/11/2021 23:48
150,"@dorkymum I applaud the optimism of anyone who considers December a summer month.

But I am loving this weather, it's just magnificent!",,,14/11/2021 23:48
151,"@SteveTransform If most legal states are precedent, no optimism. Industry fights, wins most efforts to regulate (eg… https://t.co/knLXvg5nZm",,,14/11/2021 23:48
152,"@extradeadjcb @giantgio I was a fetus for most of '93, but wasn't that decade the last moments of general optimism… https://t.co/t8Nq5y4WNi",,,14/11/2021 23:48
153,"RT @Ron_Kopp: Patrick Mahomes acknowledged a few plays from last week that he missed on. I took a closer look at those, plus the play from…",,,14/11/2021 23:47
154,Still rooting for a @beckysauerbrunn goal. #goalwatch #optimism #PORvCHI,,,14/11/2021 23:47
155,Watching the games today gave me so much blind optimism. #TogetherBlue https://t.co/kx9Df4DLoR,,,14/11/2021 23:47
156,"RT @crystallizedsun: nov 15 - 21 themes (♈︎ - ♍︎) ˗ˏˋ↯´ˎ˗

♈︎ • contentment &amp; neutrality
♉︎ • fruitfulness &amp; manifestations
♊︎ • optimism &amp;…",,,14/11/2021 23:47
157,"@iMajorWish Hahaha. Hey, it’s that level of optimism, hope, and vision in spite of what others say that helped turn GA blue.",,,14/11/2021 23:47
158,"RT @lacsd: 🍁🌼 #HappyNovemberBirthday 🍂🌸

May November bring you many things to be grateful for.

#Chrysanthemum is #NovemberBirthFlower, si…",,,14/11/2021 23:47
159,"RT @simonstalenhag: The metaverse/nft/techno-cultists who show up in my mentions today, full of pep, seem to think that this was utopian ar…",,,14/11/2021 23:47
160,"RT @Ron_Kopp: Patrick Mahomes acknowledged a few plays from last week that he missed on. I took a closer look at those, plus the play from…",,,14/11/2021 23:46
161,@melodisiac faked optimism ! awesome !,,,14/11/2021 23:46
162,"RT @HappyConfidentC: PRIMARY SCHOOL COMP Daily journals to build self-belief, optimism, resilience &amp; emotional regulation. Follow &amp; RT for…",,,14/11/2021 23:46
163,"RT @OntLiberal: It's 200 days to the election. Our growing team of Ontario Liberal candidates, led by @StevenDelDuca, are listening to Onta…",,,14/11/2021 23:46
164,RT @DamianoRondell1: Lunch discussion with HemOnc fellows at ⁦@MSRMHOfficial⁩ ⁦@CollegeRamaiah⁩ Bangalore on how to develop cancer screenin…,,,14/11/2021 23:46
165,"admire this man's optimism about the weather. 
Sure, It's two weeks into November and 2° out but he's got that whol… https://t.co/mYon9xwY8h",,"Place(_api=<tweepy.api.API object at 0x000001CBE0C8ACD0>, id='3797791ff9c0e4c6', url='https://api.twitter.com/1.1/geo/id/3797791ff9c0e4c6.json', place_type='city', name='Toronto', full_name='Toronto, Ontario', country_code='CA', country='Canada', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001CBE0C8ACD0>, type='Polygon', coordinates=[[[-79.639319, 43.403221], [-78.90582, 43.403221], [-78.90582, 43.855401], [-79.639319, 43.855401]]]), attributes={})",14/11/2021 23:45
166,"RT @bo66ie29: Great footage of London in the 1950s. The people had lived through rationing and the war, but there was a tangible optimism b…",,,14/11/2021 23:45
167,"RT @AdelineTarot: 💫Changes Coming Your Way
Taurus, Virgo, Capricorn.

- A little more tenderness, pleasant emotions.
- An obstacle to a lon…",,,14/11/2021 23:45
168,"nov 15 - 21 themes (♈︎ - ♍︎) ˗ˏˋ↯´ˎ˗

♈︎ • contentment &amp; neutrality
♉︎ • fruitfulness &amp; manifestations
♊︎ • optimis… https://t.co/NHavD0s84g",,,14/11/2021 23:44
169,"""I find nothing more depressing than optimism."" - Clara Barton

#ClaraBarton
#Oxymoron
#WritingCommunity",,,14/11/2021 23:44
170,RT @KingKishua: Optimism is a kind of heart stimulant - the digitalis of failure.,,,14/11/2021 23:44
171,"@freep C'mon man, have a little optimism please! The Lions are gonna go at least 20 days without losing a game!",,,14/11/2021 23:43
172,"RT @BucketsOf_Rain: Given the state of our middle classes and elites, there is no will to confront it. We've already seen how we are prepar…",,,14/11/2021 23:42
173,"RT @GregDore2: If she was Australian, I’d nominate Chise for an Order of Australia “for relentless fight against Covid vaccine misinformati…",,,14/11/2021 23:41
174,"A tribute to science, my roots of curiosity and optimism. The photo was taken on assignment for the University of B… https://t.co/RSsnpQNLNj",,,14/11/2021 23:41
175,"RT @OntLiberal: It's 200 days to the election. Our growing team of Ontario Liberal candidates, led by @StevenDelDuca, are listening to Onta…",,,14/11/2021 23:40
176,"RT @DeFiDiscussion: 🚀#DeFi #AMA with @l2pad_io

Layer 2 launchpad built on optimism and arbitrum acting as “Quadratic VC DAO”

📅Nov 16th, 3…",,,14/11/2021 23:40
177,"@JamesDelingpole I liked the occasional optimism in todays podcast. Also, when are you getting Milo on? 🎤",,,14/11/2021 23:40
178,@RileyMiner If blind optimism and ignorance didn't exist comedians would be telling Knock Knock jokes,,,14/11/2021 23:39
179,"@RavagePanther @AmunRAGodSun1 2- a creation turned towards others, towards the living.... We must think with the in… https://t.co/45yLi9j2vC",,,14/11/2021 23:39
180,"@ParikPatelCFA @Dennis_Porter_ Parik Patel is right. I'm very bullish on crypto, but let's be realists and don't exaggerate with optimism...",,,14/11/2021 23:39
181,"RT @JasonBordoff: All the hot takes slamming @COP26 as meaningless are wrong. The focus, urgency &amp; some steps (e.g., finance, Art 6, methan…",,,14/11/2021 23:38
182,@NarbTrading @DefiDividends @coinbase @0xPolygon Coinbase Wallet ”Just as we announced support for the Polygon netw… https://t.co/I9LkpNfdaB,,,14/11/2021 23:38
183,RT @DrSepinwall: Getting ready for @thekinsley to visit my class tomorrow and remembering the optimism of Feb. &amp; March.... #FreeHaiti,,,14/11/2021 23:38
184,"RT @Suhail: It is understated how important  being a team member who brings the funny, joy, courage or optimism to stressful moments in a c…",,,14/11/2021 23:37
185,"@icebergy_ @wawin In times of extreme pessimism, the smart investor must act with extreme optimism",,,14/11/2021 23:37
186,RT @rbo721: @KHayhoe I do like your optimism but I cannot find a reason for it ..,,,14/11/2021 23:36
187,"@MetisDAO @BillyBobBaghold Interesting, different concept than Arbitrum and Optimism. Don't know what I prefer yet😅",,,14/11/2021 23:36
188,"RT @newscientist: We need hope, desperately, because if we believe it is too late, it will be, says Katherine Hayhoe https://t.co/GiAvua1KB0",,,14/11/2021 23:36
189,"My wife said ""Cousins looks like a possum"" and made these to prove it 🤣🤣🤣 https://t.co/sojPJX6mvk",,,14/11/2021 23:36
190,"RT @AdelineTarot: 💫Changes Coming Your Way
Taurus, Virgo, Capricorn.

- A little more tenderness, pleasant emotions.
- An obstacle to a lon…",,,14/11/2021 23:35
